time,bus,P_sub_kW,Q_sub_kVar
0,129,251.28269782159046,116.77509765523713
1,129,400.0,106.83970968570182
2,129,400.0,97.75470470474518
3,129,400.0,85.69864985300524
4,129,400.0,78.53292561912806
5,129,400.0,76.23209245474166
6,129,400.0,79.53355731644004
7,129,400.0,83.90558585208385
8,129,400.0,94.89276643686246
9,129,400.0,106.37756667654436
10,129,400.0,103.97307654210708
11,129,400.0,96.77248087895241
12,129,400.0,95.6796736313458
13,129,400.0,95.83726519058267
14,129,400.0,109.34466549844424
15,129,400.0,138.54491409935554
16,129,400.0,143.40441462731454
17,129,400.0,143.19877694091798
18,129,400.0,142.9594154773072
19,129,400.0,129.7237322966577
20,129,400.0,115.61792064335084
21,129,400.0,148.7868459513487
22,129,400.0,139.11983981177573
23,129,400.0,102.94358846456868
24,129,400.0,102.85092465775675
25,129,199.38493828749012,105.77221582611593
26,129,179.38108752251077,107.3806944511688
27,129,169.58046267158795,97.16586819346048
28,129,400.0,80.40268739333251
29,129,400.0,83.39523110403555
30,129,198.83429020295324,102.38997313379883
31,129,381.3063055134478,160.81821275365468
32,129,400.0,140.45080996612288
33,129,400.0,147.34780716433988
34,129,400.0,124.25186777321576
35,129,400.0,162.3191007660823
36,129,400.0,153.3571254127525
37,129,400.0,160.94075757275735
38,129,400.0,119.40487266451797
39,129,400.0,150.18055699817793
40,129,400.0,129.38053294779806
41,129,400.0,165.68542494923796
42,129,400.0,165.68542494923796
43,129,400.0,165.68542494923796
44,129,400.0,157.16087497340138
45,129,400.0,112.40915049868657
46,129,400.0,160.7662321100102
47,129,400.0,136.14729468924662
48,129,400.0,100.63953226803316
49,129,400.0,98.5766840107145
50,129,400.0,86.73579210704719
51,129,400.0,80.24709606835891
52,129,400.0,78.74176737907933
53,129,400.0,78.6045691433341
54,129,400.0,84.8876923149925
55,129,400.0,98.10043769042123
56,129,400.0,124.37246833571669
57,129,400.0,136.7446631964832
58,129,400.0,129.18178136004377
59,129,400.0,110.10130142288199
60,129,400.0,104.03355800427161
61,129,400.0,105.11293382051836
62,129,400.0,131.66868527437222
63,129,326.4141600253484,153.30225574890676
64,129,400.0,123.31948715554249
65,129,400.0,141.12790838667033
66,129,400.0,155.5123422605127
67,129,400.0,139.87628528487375
68,129,400.0,124.21937488994291
69,129,369.0768354642102,159.01829050632327
70,129,400.0,156.12482505654822
71,129,-400.0,165.68542494923804
72,129,319.4899598510741,109.0982958637809
73,129,400.0,96.003937059959
74,129,400.0,88.853241586246
75,129,400.0,84.60085724005292
76,129,400.0,80.86567698155804
77,129,400.0,80.48906278202078
78,129,400.0,85.71110121782036
79,129,400.0,95.3800754799401
80,129,400.0,123.57357898263483
81,129,400.0,137.42890756723114
82,129,400.0,134.82034913479046
83,129,400.0,128.78548436735002
84,129,400.0,122.40154837716494
85,129,400.0,101.9782819667166
86,129,303.61562079800683,115.84997614495019
87,129,292.76529132918483,132.72302976269452
88,129,400.0,121.19398857645731
89,129,400.0,161.91775151619302
90,129,400.0,159.46598425080666
91,129,400.0,150.4710406383612
92,129,400.0,136.309814202825
93,129,400.0,115.66050629028813
94,129,400.0,164.23819457280186
95,129,400.0,130.3968579625957
96,129,400.0,101.583969833988
97,129,400.0,88.621053443808
98,129,400.0,84.12131754175029
99,129,400.0,83.33843126359348
100,129,400.0,83.6442678965906
101,129,400.0,89.74118317497422
102,129,400.0,102.16564707370269
103,129,400.0,126.50041851197113
104,129,400.0,148.88842423390324
105,129,400.0,138.68213511595343
106,129,400.0,131.73778624078824
107,129,400.0,140.66505493788765
108,129,400.0,165.54866998485227
109,129,400.0,163.51935734122125
110,129,400.0,140.20518385137697
111,129,400.0,139.52855120724075
112,129,400.0,162.50702690242247
113,129,400.0,165.68542494923796
114,129,400.0,165.68542494923796
115,129,400.0,165.68542494923796
116,129,400.0,135.11783187537003
117,129,400.0,113.97467476993168
118,129,400.0,149.9733877152793
119,129,400.0,132.5185568831267
120,129,400.0,104.23333127114128
121,129,400.0,92.80815476219256
122,129,400.0,87.86606065160115
123,129,400.0,85.89821509221201
124,129,400.0,86.68137206840099
125,129,400.0,91.23442564678558
126,129,400.0,105.72269263265238
127,129,400.0,133.92448860709578
128,129,400.0,153.07012101514343
129,129,400.0,137.9275962241273
130,129,400.0,115.52030752148652
131,129,400.0,153.93824639309955
132,129,400.0,135.2079089172359
133,129,400.0,130.83421907454235
134,129,400.0,154.09761073081214
135,129,400.0,137.2865400692891
136,129,400.0,155.3740062340223
137,129,400.0,165.68542494923796
138,129,400.0,165.68542494923796
139,129,400.0,165.68542494923796
140,129,400.0,165.68542494923796
141,129,400.0,125.330832310828
142,129,400.0,109.97751035835458
143,129,400.0,145.99951998697242
144,129,400.0,122.82017283052305
145,129,400.0,101.42559682560126
146,129,400.0,95.37371421457259
147,129,400.0,91.5527661947199
148,129,400.0,88.76153117718918
149,129,400.0,91.29381169741896
150,129,400.0,102.72237722205557
151,129,400.0,126.80496504549596
152,129,400.0,141.4443992737111
153,129,400.0,127.89544650551512
154,129,400.0,120.94013061591899
155,129,400.0,145.21414170117535
156,129,400.0,148.37349912759012
157,129,400.0,158.56940094564885
158,129,400.0,129.76232549670118
159,129,400.0,132.92753364042042
160,129,400.0,136.09376229965196
161,129,400.0,165.68542494923796
162,129,400.0,165.68542494923796
163,129,400.0,165.68542494923796
164,129,400.0,165.68542494923796
165,129,400.0,117.95989073161411
166,129,400.0,154.33416637729718
167,129,400.0,135.80799577154656
168,129,400.0,106.67102489306342
169,129,400.0,93.4972781201939
170,129,400.0,85.02061545216196
171,129,400.0,82.00251216706545
172,129,400.0,79.76654070596145
173,129,400.0,84.2815612861967
174,129,400.0,98.62592740490524
175,129,400.0,119.3993879941369
